,country,year,value,sex,age_group
22259,TD,2005,211.0,f,35-44
22260,TD,2006,,f,35-44
22261,TD,2007,,f,35-44
22262,TD,2008,777.0,f,35-44
22263,TG,1980,,f,35-44
22264,TG,1981,,f,35-44
22265,TG,1982,,f,35-44
22266,TG,1983,,f,35-44
22267,TG,1984,,f,35-44
22268,TG,1985,,f,35-44
22269,TG,1986,,f,35-44
22270,TG,1987,,f,35-44
22271,TG,1988,,f,35-44
22272,TG,1989,,f,35-44
22273,TG,1990,,f,35-44
22274,TG,1991,,f,35-44
22275,TG,1992,,f,35-44
22276,TG,1993,,f,35-44
22277,TG,1994,,f,35-44
22278,TG,1995,45.0,f,35-44
22279,TG,1996,45.0,f,35-44
22280,TG,1997,,f,35-44
22281,TG,1998,52.0,f,35-44
22282,TG,1999,64.0,f,35-44
22283,TG,2000,50.0,f,35-44
22284,TG,2001,,f,35-44
22285,TG,2002,79.0,f,35-44
22286,TG,2003,80.0,f,35-44
22287,TG,2004,103.0,f,35-44
22288,TG,2005,146.0,f,35-44
22289,TG,2006,170.0,f,35-44
22290,TG,2007,150.0,f,35-44
22291,TG,2008,170.0,f,35-44
22292,TH,1980,,f,35-44
22293,TH,1981,,f,35-44
22294,TH,1982,,f,35-44
22295,TH,1983,,f,35-44
22296,TH,1984,,f,35-44
22297,TH,1985,,f,35-44
22298,TH,1986,,f,35-44
22299,TH,1987,,f,35-44
22300,TH,1988,,f,35-44
22301,TH,1989,,f,35-44
22302,TH,1990,,f,35-44
22303,TH,1991,,f,35-44
22304,TH,1992,,f,35-44
22305,TH,1993,,f,35-44
22306,TH,1994,,f,35-44
22307,TH,1995,782.0,f,35-44
22308,TH,1996,683.0,f,35-44
22309,TH,1997,504.0,f,35-44
22310,TH,1998,317.0,f,35-44
22311,TH,1999,676.0,f,35-44
22312,TH,2000,780.0,f,35-44
22313,TH,2001,1231.0,f,35-44
22314,TH,2002,1212.0,f,35-44
22315,TH,2003,1350.0,f,35-44
22316,TH,2004,1335.0,f,35-44
22317,TH,2005,1334.0,f,35-44
22318,TH,2006,1379.0,f,35-44
22319,TH,2007,1418.0,f,35-44
22320,TH,2008,1345.0,f,35-44
22321,TJ,1980,,f,35-44
22322,TJ,1981,,f,35-44
22323,TJ,1982,,f,35-44
22324,TJ,1983,,f,35-44
22325,TJ,1984,,f,35-44
22326,TJ,1985,,f,35-44
22327,TJ,1986,,f,35-44
22328,TJ,1987,,f,35-44
22329,TJ,1988,,f,35-44
22330,TJ,1989,,f,35-44
22331,TJ,1990,,f,35-44
22332,TJ,1991,,f,35-44
22333,TJ,1992,,f,35-44
22334,TJ,1993,,f,35-44
22335,TJ,1994,,f,35-44
22336,TJ,1995,,f,35-44
22337,TJ,1996,46.0,f,35-44
22338,TJ,1997,24.0,f,35-44
22339,TJ,1998,37.0,f,35-44
22340,TJ,1999,,f,35-44
22341,TJ,2000,,f,35-44
22342,TJ,2001,62.0,f,35-44
22343,TJ,2002,46.0,f,35-44
22344,TJ,2003,,f,35-44
22345,TJ,2004,41.0,f,35-44
22346,TJ,2005,151.0,f,35-44
22347,TJ,2006,,f,35-44
22348,TJ,2007,154.0,f,35-44
22349,TJ,2008,121.0,f,35-44
22350,TK,1980,,f,35-44
22351,TK,1981,,f,35-44
22352,TK,1982,,f,35-44
22353,TK,1983,,f,35-44
22354,TK,1984,,f,35-44
22355,TK,1985,,f,35-44
22356,TK,1986,,f,35-44
22357,TK,1987,,f,35-44
22358,TK,1988,,f,35-44
22359,TK,1989,,f,35-44
22360,TK,1990,,f,35-44
22361,TK,1991,,f,35-44
22362,TK,1992,,f,35-44
22363,TK,1994,,f,35-44
22364,TK,1995,,f,35-44
22365,TK,1996,,f,35-44
22366,TK,1999,,f,35-44
22367,TK,2000,,f,35-44
22368,TK,2001,,f,35-44
22369,TK,2002,,f,35-44
22370,TK,2003,,f,35-44
22371,TK,2004,,f,35-44
22372,TK,2005,,f,35-44
22373,TK,2006,,f,35-44
22374,TK,2007,0.0,f,35-44
22375,TK,2008,5.0,f,35-44
22376,TL,2001,,f,35-44
22377,TL,2002,88.0,f,35-44
22378,TL,2003,76.0,f,35-44
22379,TL,2004,83.0,f,35-44
22380,TL,2005,76.0,f,35-44
22381,TL,2006,82.0,f,35-44
22382,TL,2007,89.0,f,35-44
22383,TL,2008,85.0,f,35-44
22384,TM,1980,,f,35-44
22385,TM,1981,,f,35-44
22386,TM,1982,,f,35-44
22387,TM,1983,,f,35-44
22388,TM,1984,,f,35-44
22389,TM,1985,,f,35-44
22390,TM,1986,,f,35-44
22391,TM,1987,,f,35-44
22392,TM,1988,,f,35-44
22393,TM,1989,,f,35-44
22394,TM,1990,,f,35-44
22395,TM,1991,,f,35-44
22396,TM,1992,,f,35-44
22397,TM,1993,,f,35-44
22398,TM,1995,0.0,f,35-44
22399,TM,1996,72.0,f,35-44
22400,TM,1997,75.0,f,35-44
22401,TM,1998,43.0,f,35-44
22402,TM,1999,65.0,f,35-44
22403,TM,2000,76.0,f,35-44
22404,TM,2001,70.0,f,35-44
22405,TM,2002,74.0,f,35-44
22406,TM,2003,84.0,f,35-44
22407,TM,2004,68.0,f,35-44
22408,TM,2005,72.0,f,35-44
22409,TM,2006,72.0,f,35-44
22410,TM,2007,81.0,f,35-44
22411,TM,2008,81.0,f,35-44
22412,TN,1980,,f,35-44
22413,TN,1981,,f,35-44
22414,TN,1982,,f,35-44
22415,TN,1983,,f,35-44
22416,TN,1984,,f,35-44
22417,TN,1985,,f,35-44
22418,TN,1986,,f,35-44
22419,TN,1987,,f,35-44
22420,TN,1988,,f,35-44
22421,TN,1989,,f,35-44
22422,TN,1990,,f,35-44
22423,TN,1991,,f,35-44
22424,TN,1992,,f,35-44
22425,TN,1993,,f,35-44
22426,TN,1994,,f,35-44
22427,TN,1995,,f,35-44
22428,TN,1996,,f,35-44
22429,TN,1997,,f,35-44
22430,TN,1998,43.0,f,35-44
22431,TN,1999,62.0,f,35-44
22432,TN,2000,43.0,f,35-44
22433,TN,2001,47.0,f,35-44
22434,TN,2002,36.0,f,35-44
22435,TN,2003,36.0,f,35-44
22436,TN,2004,39.0,f,35-44
22437,TN,2005,39.0,f,35-44
22438,TN,2006,33.0,f,35-44
22439,TN,2007,42.0,f,35-44
22440,TN,2008,35.0,f,35-44
22441,TO,1980,,f,35-44
22442,TO,1981,,f,35-44
22443,TO,1982,,f,35-44
22444,TO,1983,,f,35-44
22445,TO,1984,,f,35-44
22446,TO,1985,,f,35-44
22447,TO,1986,,f,35-44
22448,TO,1987,,f,35-44
22449,TO,1988,,f,35-44
22450,TO,1989,,f,35-44
22451,TO,1990,,f,35-44
22452,TO,1991,,f,35-44
22453,TO,1992,,f,35-44
22454,TO,1993,,f,35-44
22455,TO,1994,,f,35-44
22456,TO,1995,1.0,f,35-44
22457,TO,1996,1.0,f,35-44
22458,TO,1997,0.0,f,35-44
22459,TO,1998,0.0,f,35-44
22460,TO,1999,0.0,f,35-44
22461,TO,2000,1.0,f,35-44
22462,TO,2001,1.0,f,35-44
22463,TO,2002,1.0,f,35-44
22464,TO,2003,1.0,f,35-44
22465,TO,2004,,f,35-44
22466,TO,2005,0.0,f,35-44
22467,TO,2006,2.0,f,35-44
22468,TO,2007,1.0,f,35-44
22469,TO,2008,0.0,f,35-44
22470,TR,1980,,f,35-44
22471,TR,1981,,f,35-44
22472,TR,1982,,f,35-44
22473,TR,1983,,f,35-44
22474,TR,1984,,f,35-44
22475,TR,1985,,f,35-44
22476,TR,1986,,f,35-44
22477,TR,1987,,f,35-44
22478,TR,1988,,f,35-44
22479,TR,1989,,f,35-44
22480,TR,1990,,f,35-44
22481,TR,1991,,f,35-44
22482,TR,1992,,f,35-44
22483,TR,1995,,f,35-44
22484,TR,1996,,f,35-44
22485,TR,1997,,f,35-44
22486,TR,1998,,f,35-44
22487,TR,1999,,f,35-44
22488,TR,2000,,f,35-44
22489,TR,2001,,f,35-44
22490,TR,2002,,f,35-44
22491,TR,2003,,f,35-44
22492,TR,2004,8.0,f,35-44
22493,TR,2005,243.0,f,35-44
22494,TR,2006,235.0,f,35-44
22495,TR,2007,246.0,f,35-44
22496,TR,2008,233.0,f,35-44
22497,TT,1980,,f,35-44
22498,TT,1981,,f,35-44
22499,TT,1982,,f,35-44
22500,TT,1983,,f,35-44
22501,TT,1984,,f,35-44
22502,TT,1985,,f,35-44
22503,TT,1986,,f,35-44
22504,TT,1987,,f,35-44
22505,TT,1988,,f,35-44
22506,TT,1989,,f,35-44
22507,TT,1990,,f,35-44
22508,TT,1991,,f,35-44
22509,TT,1992,,f,35-44
22510,TT,1993,,f,35-44
22511,TT,1994,,f,35-44
22512,TT,1995,2.0,f,35-44
22513,TT,1996,5.0,f,35-44
22514,TT,1997,,f,35-44
22515,TT,1998,5.0,f,35-44
22516,TT,1999,7.0,f,35-44
22517,TT,2000,9.0,f,35-44
22518,TT,2001,15.0,f,35-44
22519,TT,2002,3.0,f,35-44
22520,TT,2003,0.0,f,35-44
22521,TT,2004,1.0,f,35-44
22522,TT,2005,3.0,f,35-44
22523,TT,2006,5.0,f,35-44
22524,TT,2007,7.0,f,35-44
22525,TT,2008,4.0,f,35-44
22526,TV,1980,,f,35-44
22527,TV,1981,,f,35-44
22528,TV,1982,,f,35-44
22529,TV,1983,,f,35-44
22530,TV,1984,,f,35-44
22531,TV,1985,,f,35-44
22532,TV,1986,,f,35-44
22533,TV,1987,,f,35-44
22534,TV,1988,,f,35-44
22535,TV,1989,,f,35-44
22536,TV,1990,,f,35-44
22537,TV,1991,,f,35-44
22538,TV,1992,,f,35-44
22539,TV,1993,,f,35-44
22540,TV,1994,,f,35-44
22541,TV,1995,0.0,f,35-44
22542,TV,1997,,f,35-44
22543,TV,1998,1.0,f,35-44
22544,TV,1999,,f,35-44
22545,TV,2000,,f,35-44
22546,TV,2001,,f,35-44
22547,TV,2002,,f,35-44
22548,TV,2003,1.0,f,35-44
22549,TV,2004,,f,35-44
22550,TV,2005,,f,35-44
22551,TV,2006,1.0,f,35-44
22552,TV,2007,0.0,f,35-44
22553,TV,2008,2.0,f,35-44
22554,TZ,1980,,f,35-44
22555,TZ,1981,,f,35-44
22556,TZ,1982,,f,35-44
22557,TZ,1983,,f,35-44
22558,TZ,1984,,f,35-44
22559,TZ,1985,,f,35-44
22560,TZ,1986,,f,35-44
22561,TZ,1987,,f,35-44
22562,TZ,1988,,f,35-44
22563,TZ,1989,,f,35-44
22564,TZ,1990,,f,35-44
22565,TZ,1991,,f,35-44
22566,TZ,1992,,f,35-44
22567,TZ,1993,,f,35-44
22568,TZ,1994,,f,35-44
22569,TZ,1995,1324.0,f,35-44
22570,TZ,1996,1461.0,f,35-44
22571,TZ,1997,1502.0,f,35-44
22572,TZ,1998,1686.0,f,35-44
22573,TZ,1999,1724.0,f,35-44
22574,TZ,2000,1738.0,f,35-44
22575,TZ,2001,1847.0,f,35-44
22576,TZ,2002,1706.0,f,35-44
22577,TZ,2003,1833.0,f,35-44
22578,TZ,2004,1960.0,f,35-44
22579,TZ,2005,1892.0,f,35-44
22580,TZ,2006,1970.0,f,35-44
22581,TZ,2007,1945.0,f,35-44
22582,TZ,2008,1901.0,f,35-44
22583,UA,1980,,f,35-44
22584,UA,1981,,f,35-44
22585,UA,1982,,f,35-44
22586,UA,1983,,f,35-44
22587,UA,1984,,f,35-44
22588,UA,1985,,f,35-44
22589,UA,1986,,f,35-44
22590,UA,1987,,f,35-44
22591,UA,1988,,f,35-44
22592,UA,1989,,f,35-44
22593,UA,1990,,f,35-44
22594,UA,1991,,f,35-44
22595,UA,1992,,f,35-44
22596,UA,1993,,f,35-44
22597,UA,1994,,f,35-44
22598,UA,1995,327.0,f,35-44
22599,UA,1996,397.0,f,35-44
22600,UA,1997,359.0,f,35-44
22601,UA,1998,431.0,f,35-44
22602,UA,1999,478.0,f,35-44
22603,UA,2000,447.0,f,35-44
22604,UA,2001,525.0,f,35-44
22605,UA,2002,,f,35-44
22606,UA,2003,557.0,f,35-44
22607,UA,2004,,f,35-44
22608,UA,2005,,f,35-44
22609,UA,2006,704.0,f,35-44
22610,UA,2007,1314.0,f,35-44
22611,UA,2008,762.0,f,35-44
22612,UG,1980,,f,35-44
22613,UG,1981,,f,35-44
22614,UG,1982,,f,35-44
22615,UG,1983,,f,35-44
22616,UG,1986,,f,35-44
22617,UG,1987,,f,35-44
22618,UG,1988,,f,35-44
22619,UG,1989,,f,35-44
22620,UG,1990,,f,35-44
22621,UG,1991,,f,35-44
22622,UG,1992,,f,35-44
22623,UG,1993,,f,35-44
22624,UG,1994,,f,35-44
22625,UG,1995,1104.0,f,35-44
22626,UG,1996,1246.0,f,35-44
22627,UG,1997,1368.0,f,35-44
22628,UG,1998,1441.0,f,35-44
22629,UG,1999,1415.0,f,35-44
22630,UG,2000,1510.0,f,35-44
22631,UG,2001,1528.0,f,35-44
22632,UG,2002,1708.0,f,35-44
22633,UG,2003,1815.0,f,35-44
22634,UG,2004,1780.0,f,35-44
22635,UG,2005,1800.0,f,35-44
22636,UG,2006,1736.0,f,35-44
22637,UG,2007,1742.0,f,35-44
22638,UG,2008,1749.0,f,35-44
22639,US,1980,,f,35-44
22640,US,1981,,f,35-44
22641,US,1982,,f,35-44
22642,US,1983,,f,35-44
22643,US,1984,,f,35-44
22644,US,1985,,f,35-44
22645,US,1986,,f,35-44
22646,US,1987,,f,35-44
22647,US,1988,,f,35-44
22648,US,1989,,f,35-44
22649,US,1990,,f,35-44
22650,US,1991,,f,35-44
22651,US,1992,,f,35-44
22652,US,1993,,f,35-44
22653,US,1994,,f,35-44
22654,US,1995,499.0,f,35-44
22655,US,1996,478.0,f,35-44
22656,US,1997,447.0,f,35-44
22657,US,1998,424.0,f,35-44
22658,US,1999,394.0,f,35-44
22659,US,2000,349.0,f,35-44
22660,US,2001,346.0,f,35-44
22661,US,2002,362.0,f,35-44
22662,US,2003,310.0,f,35-44
22663,US,2004,302.0,f,35-44
22664,US,2005,276.0,f,35-44
22665,US,2006,263.0,f,35-44
22666,US,2007,260.0,f,35-44
22667,US,2008,269.0,f,35-44
22668,UY,1980,,f,35-44
22669,UY,1981,,f,35-44
22670,UY,1982,,f,35-44
22671,UY,1983,,f,35-44
22672,UY,1984,,f,35-44
22673,UY,1985,,f,35-44
22674,UY,1986,,f,35-44
22675,UY,1987,,f,35-44
22676,UY,1988,,f,35-44
22677,UY,1989,,f,35-44
22678,UY,1990,,f,35-44
22679,UY,1991,,f,35-44
22680,UY,1992,,f,35-44
22681,UY,1993,,f,35-44
22682,UY,1994,,f,35-44
22683,UY,1995,18.0,f,35-44
22684,UY,1996,17.0,f,35-44
22685,UY,1997,29.0,f,35-44
22686,UY,1998,15.0,f,35-44
22687,UY,1999,33.0,f,35-44
22688,UY,2000,21.0,f,35-44
22689,UY,2001,7.0,f,35-44
22690,UY,2002,20.0,f,35-44
22691,UY,2003,13.0,f,35-44
22692,UY,2004,12.0,f,35-44
22693,UY,2005,17.0,f,35-44
22694,UY,2006,11.0,f,35-44
22695,UY,2007,22.0,f,35-44
22696,UY,2008,26.0,f,35-44
22697,UZ,1980,,f,35-44
22698,UZ,1981,,f,35-44
22699,UZ,1982,,f,35-44
22700,UZ,1983,,f,35-44
22701,UZ,1984,,f,35-44
22702,UZ,1985,,f,35-44
22703,UZ,1986,,f,35-44
22704,UZ,1987,,f,35-44
22705,UZ,1988,,f,35-44
22706,UZ,1989,,f,35-44
22707,UZ,1990,,f,35-44
22708,UZ,1992,,f,35-44
22709,UZ,1993,,f,35-44
22710,UZ,1994,,f,35-44
22711,UZ,1995,,f,35-44
22712,UZ,1996,324.0,f,35-44
22713,UZ,1997,,f,35-44
22714,UZ,1998,4.0,f,35-44
22715,UZ,1999,339.0,f,35-44
22716,UZ,2000,288.0,f,35-44
22717,UZ,2001,338.0,f,35-44
22718,UZ,2002,214.0,f,35-44
22719,UZ,2003,353.0,f,35-44
22720,UZ,2004,341.0,f,35-44
22721,UZ,2005,375.0,f,35-44
22722,UZ,2006,346.0,f,35-44
22723,UZ,2007,342.0,f,35-44
22724,UZ,2008,309.0,f,35-44
22725,VC,1980,,f,35-44
22726,VC,1981,,f,35-44
22727,VC,1982,,f,35-44
22728,VC,1983,,f,35-44
22729,VC,1984,,f,35-44
22730,VC,1985,,f,35-44
22731,VC,1986,,f,35-44
22732,VC,1987,,f,35-44
22733,VC,1988,,f,35-44
22734,VC,1989,,f,35-44
22735,VC,1990,,f,35-44
22736,VC,1991,,f,35-44
22737,VC,1992,,f,35-44
22738,VC,1993,,f,35-44
22739,VC,1994,,f,35-44
22740,VC,1995,,f,35-44
22741,VC,1996,,f,35-44
22742,VC,1997,,f,35-44
22743,VC,1998,,f,35-44
22744,VC,1999,,f,35-44
22745,VC,2000,0.0,f,35-44
22746,VC,2001,,f,35-44
22747,VC,2002,,f,35-44
22748,VC,2003,1.0,f,35-44
22749,VC,2004,,f,35-44
22750,VC,2005,0.0,f,35-44
22751,VC,2006,,f,35-44
22752,VC,2007,0.0,f,35-44
22753,VC,2008,,f,35-44
22754,VE,1980,,f,35-44
22755,VE,1981,,f,35-44
22756,VE,1982,,f,35-44
22757,VE,1983,,f,35-44
22758,VE,1984,,f,35-44
22759,VE,1985,,f,35-44
22760,VE,1986,,f,35-44
22761,VE,1987,,f,35-44
22762,VE,1988,,f,35-44
22763,VE,1989,,f,35-44
22764,VE,1990,,f,35-44
22765,VE,1991,,f,35-44
22766,VE,1992,,f,35-44
22767,VE,1993,,f,35-44
22768,VE,1994,,f,35-44
22769,VE,1995,,f,35-44
22770,VE,1996,,f,35-44
22771,VE,1997,,f,35-44
22772,VE,1998,,f,35-44
22773,VE,1999,195.0,f,35-44
22774,VE,2000,,f,35-44
22775,VE,2001,,f,35-44
22776,VE,2002,218.0,f,35-44
22777,VE,2003,240.0,f,35-44
22778,VE,2004,239.0,f,35-44
22779,VE,2005,267.0,f,35-44
22780,VE,2006,188.0,f,35-44
22781,VE,2007,199.0,f,35-44
22782,VE,2008,228.0,f,35-44
22783,VG,1997,,f,35-44
22784,VG,2000,,f,35-44
22785,VG,2001,,f,35-44
22786,VG,2002,,f,35-44
22787,VG,2003,,f,35-44
22788,VG,2004,,f,35-44
22789,VG,2005,,f,35-44
22790,VG,2006,,f,35-44
22791,VG,2007,,f,35-44
22792,VG,2008,,f,35-44
22793,VI,1980,,f,35-44
22794,VI,1981,,f,35-44
22795,VI,1982,,f,35-44
22796,VI,1983,,f,35-44
22797,VI,1984,,f,35-44
22798,VI,1985,,f,35-44
22799,VI,1986,,f,35-44
22800,VI,1987,,f,35-44
22801,VI,1988,,f,35-44
22802,VI,1989,,f,35-44
22803,VI,1990,,f,35-44
22804,VI,1991,,f,35-44
22805,VI,1994,,f,35-44
22806,VI,1995,,f,35-44
22807,VI,1996,0.0,f,35-44
22808,VI,2006,,f,35-44
22809,VI,2007,,f,35-44
22810,VI,2008,,f,35-44
22811,VN,1980,,f,35-44
22812,VN,1981,,f,35-44
22813,VN,1982,,f,35-44
22814,VN,1983,,f,35-44
22815,VN,1984,,f,35-44
22816,VN,1985,,f,35-44
22817,VN,1986,,f,35-44
22818,VN,1987,,f,35-44
22819,VN,1988,,f,35-44
22820,VN,1989,,f,35-44
22821,VN,1990,,f,35-44
22822,VN,1991,,f,35-44
22823,VN,1992,,f,35-44
22824,VN,1993,,f,35-44
22825,VN,1994,,f,35-44
22826,VN,1995,,f,35-44
22827,VN,1996,3045.0,f,35-44
22828,VN,1997,3302.0,f,35-44
22829,VN,1998,3102.0,f,35-44
22830,VN,1999,3029.0,f,35-44
22831,VN,2000,2754.0,f,35-44
22832,VN,2001,2656.0,f,35-44
22833,VN,2002,2508.0,f,35-44
22834,VN,2003,2327.0,f,35-44
22835,VN,2004,2218.0,f,35-44
22836,VN,2005,2116.0,f,35-44
22837,VN,2006,2036.0,f,35-44
22838,VN,2007,1923.0,f,35-44
22839,VN,2008,1820.0,f,35-44
22840,VU,1980,,f,35-44
22841,VU,1981,,f,35-44
22842,VU,1982,,f,35-44
22843,VU,1983,,f,35-44
22844,VU,1984,,f,35-44
22845,VU,1985,,f,35-44
22846,VU,1986,,f,35-44
22847,VU,1987,,f,35-44
22848,VU,1988,,f,35-44
22849,VU,1989,,f,35-44
22850,VU,1990,,f,35-44
22851,VU,1991,,f,35-44
22852,VU,1992,,f,35-44
22853,VU,1993,,f,35-44
22854,VU,1994,,f,35-44
22855,VU,1995,2.0,f,35-44
22856,VU,1996,5.0,f,35-44
22857,VU,1997,,f,35-44
22858,VU,1998,4.0,f,35-44
22859,VU,1999,4.0,f,35-44
22860,VU,2000,7.0,f,35-44
22861,VU,2001,3.0,f,35-44
22862,VU,2002,5.0,f,35-44
22863,VU,2003,3.0,f,35-44
22864,VU,2004,2.0,f,35-44
22865,VU,2005,2.0,f,35-44
22866,VU,2006,2.0,f,35-44
22867,VU,2007,1.0,f,35-44
22868,VU,2008,1.0,f,35-44
22869,WF,1980,,f,35-44
22870,WF,1981,,f,35-44
22871,WF,1982,,f,35-44
22872,WF,1983,,f,35-44
22873,WF,1984,,f,35-44
22874,WF,1985,,f,35-44
22875,WF,1987,,f,35-44
22876,WF,1988,,f,35-44
22877,WF,1989,,f,35-44
22878,WF,1991,,f,35-44
22879,WF,1992,,f,35-44
22880,WF,1993,,f,35-44
22881,WF,1994,,f,35-44
22882,WF,1995,,f,35-44
22883,WF,1996,1.0,f,35-44
22884,WF,1997,0.0,f,35-44
22885,WF,2001,,f,35-44
22886,WF,2002,,f,35-44
22887,WF,2003,0.0,f,35-44
22888,WF,2004,,f,35-44
22889,WF,2005,,f,35-44
22890,WF,2006,,f,35-44
22891,WF,2007,0.0,f,35-44
22892,WF,2008,,f,35-44
22893,WS,1980,,f,35-44
22894,WS,1981,,f,35-44
22895,WS,1982,,f,35-44
22896,WS,1983,,f,35-44
22897,WS,1984,,f,35-44
22898,WS,1985,,f,35-44
22899,WS,1986,,f,35-44
22900,WS,1987,,f,35-44
22901,WS,1988,,f,35-44
22902,WS,1989,,f,35-44
22903,WS,1990,,f,35-44
22904,WS,1991,,f,35-44
22905,WS,1992,,f,35-44
22906,WS,1993,,f,35-44
22907,WS,1994,,f,35-44
22908,WS,1995,0.0,f,35-44
22909,WS,1996,2.0,f,35-44
22910,WS,1997,1.0,f,35-44
22911,WS,1998,0.0,f,35-44
22912,WS,1999,1.0,f,35-44
22913,WS,2000,1.0,f,35-44
22914,WS,2001,2.0,f,35-44
22915,WS,2002,0.0,f,35-44
22916,WS,2003,2.0,f,35-44
22917,WS,2004,,f,35-44
22918,WS,2005,2.0,f,35-44
22919,WS,2006,,f,35-44
22920,WS,2007,,f,35-44
22921,WS,2008,1.0,f,35-44
22922,YE,1988,,f,35-44
22923,YE,1989,,f,35-44
22924,YE,1990,,f,35-44
22925,YE,1991,,f,35-44
22926,YE,1992,,f,35-44
22927,YE,1993,,f,35-44
22928,YE,1994,,f,35-44
22929,YE,1995,348.0,f,35-44
22930,YE,1996,73.0,f,35-44
22931,YE,1997,474.0,f,35-44
22932,YE,1998,400.0,f,35-44
22933,YE,1999,426.0,f,35-44
22934,YE,2000,517.0,f,35-44
22935,YE,2001,452.0,f,35-44
22936,YE,2002,334.0,f,35-44
22937,YE,2003,317.0,f,35-44
22938,YE,2004,269.0,f,35-44
22939,YE,2005,265.0,f,35-44
22940,YE,2006,244.0,f,35-44
22941,YE,2007,272.0,f,35-44
22942,YE,2008,265.0,f,35-44
22943,YU,1980,,f,35-44
22944,YU,1981,,f,35-44
22945,YU,1982,,f,35-44
22946,YU,1983,,f,35-44
22947,YU,1984,,f,35-44
22948,YU,1985,,f,35-44
22949,YU,1986,,f,35-44
22950,YU,1987,,f,35-44
22951,YU,1988,,f,35-44
22952,YU,1989,,f,35-44
22953,YU,1990,,f,35-44
22954,YU,1991,,f,35-44
22955,YU,1992,,f,35-44
22956,YU,1993,,f,35-44
22957,YU,1994,,f,35-44
22958,YU,1995,133.0,f,35-44
22959,YU,1996,183.0,f,35-44
22960,YU,1997,254.0,f,35-44
22961,YU,1998,,f,35-44
22962,YU,1999,,f,35-44
22963,YU,2000,,f,35-44
22964,YU,2001,23.0,f,35-44
22965,YU,2002,19.0,f,35-44
22966,YU,2003,38.0,f,35-44
22967,YU,2004,75.0,f,35-44
22968,ZA,1980,,f,35-44
22969,ZA,1981,,f,35-44
22970,ZA,1982,,f,35-44
22971,ZA,1983,,f,35-44
22972,ZA,1984,,f,35-44
22973,ZA,1985,,f,35-44
22974,ZA,1986,,f,35-44
22975,ZA,1987,,f,35-44
22976,ZA,1988,,f,35-44
22977,ZA,1989,,f,35-44
22978,ZA,1990,,f,35-44
22979,ZA,1991,,f,35-44
22980,ZA,1992,,f,35-44
22981,ZA,1993,,f,35-44
22982,ZA,1994,,f,35-44
22983,ZA,1995,,f,35-44
22984,ZA,1996,,f,35-44
22985,ZA,1997,,f,35-44
22986,ZA,1998,,f,35-44
22987,ZA,1999,779.0,f,35-44
22988,ZA,2000,933.0,f,35-44
22989,ZA,2001,1748.0,f,35-44
22990,ZA,2002,6080.0,f,35-44
22991,ZA,2003,9207.0,f,35-44
22992,ZA,2004,10839.0,f,35-44
22993,ZA,2005,11338.0,f,35-44
22994,ZA,2006,12656.0,f,35-44
22995,ZA,2007,13190.0,f,35-44
22996,ZA,2008,13778.0,f,35-44
22997,ZM,1980,,f,35-44
22998,ZM,1981,,f,35-44
22999,ZM,1982,,f,35-44
23000,ZM,1983,,f,35-44
23001,ZM,1984,,f,35-44
23002,ZM,1985,,f,35-44
23003,ZM,1986,,f,35-44
23004,ZM,1987,,f,35-44
23005,ZM,1988,,f,35-44
23006,ZM,1989,,f,35-44
23007,ZM,1990,,f,35-44
23008,ZM,1991,,f,35-44
23009,ZM,1992,,f,35-44
23010,ZM,1993,,f,35-44
23011,ZM,1994,,f,35-44
23012,ZM,1995,717.0,f,35-44
23013,ZM,1996,,f,35-44
23014,ZM,1999,,f,35-44
23015,ZM,2000,1305.0,f,35-44
23016,ZM,2001,,f,35-44
23017,ZM,2002,1434.0,f,35-44
23018,ZM,2003,1626.0,f,35-44
23019,ZM,2004,1646.0,f,35-44
23020,ZM,2005,1433.0,f,35-44
23021,ZM,2006,1257.0,f,35-44
23022,ZM,2007,1188.0,f,35-44
23023,ZM,2008,1114.0,f,35-44
23024,ZW,1980,,f,35-44
23025,ZW,1981,,f,35-44
23026,ZW,1982,,f,35-44
23027,ZW,1983,,f,35-44
23028,ZW,1984,,f,35-44
23029,ZW,1985,,f,35-44
23030,ZW,1986,,f,35-44
23031,ZW,1987,,f,35-44
23032,ZW,1988,,f,35-44
23033,ZW,1989,,f,35-44
23034,ZW,1990,,f,35-44
23035,ZW,1991,,f,35-44
23036,ZW,1992,,f,35-44
23037,ZW,1993,,f,35-44
23038,ZW,1994,,f,35-44
23039,ZW,1995,,f,35-44
23040,ZW,1996,,f,35-44
23041,ZW,1997,,f,35-44
23042,ZW,1998,,f,35-44
23043,ZW,1999,,f,35-44
23044,ZW,2000,,f,35-44
23045,ZW,2001,,f,35-44
23046,ZW,2002,1095.0,f,35-44
23047,ZW,2003,1480.0,f,35-44
23048,ZW,2004,1565.0,f,35-44
23049,ZW,2005,1255.0,f,35-44
23050,ZW,2006,1355.0,f,35-44
23051,ZW,2007,0.0,f,35-44
23052,ZW,2008,2890.0,f,35-44
23053,,1985,,f,35-44
23054,,1986,,f,35-44
23055,,1987,,f,35-44
23056,,1988,,f,35-44
23057,,1989,,f,35-44
23058,,1990,,f,35-44
23059,,1991,,f,35-44
23060,,1992,,f,35-44
23061,,1993,,f,35-44
23062,,1995,50.0,f,35-44
23063,,1996,245.0,f,35-44
23064,,1997,275.0,f,35-44
23065,,1998,310.0,f,35-44
